1900,34987066.73,436747.5,1382617.8,35073479.99,0,0,0,0,12557.06522,,,12588.07945,21749255,0,0,21749255,0,81168592.06,0.008217247,200475.3064,0.002469863,86444.27759,34999623.8,0.431196635,389656843.2
1901,36479139.91,488325.3,1283621.7,36571607.41,0,0,0,0,12557.06522,,,12588.89493,22196157.5,0,0,22196157.5,0,84738011.24,0.008217247,214794.3248,0.002534805,92499.33173,36491696.98,0.430641414,437223238.7
1902,37971213.09,613110.3,1198767.9,38057298.75,0,0,0,0,25114.13043,,,25171.06742,22717543.75,0,0,22717543.75,0,88378818.8,0.008217247,200366.2282,0.00226713,86142.59475,37996327.22,0.429925719,485815953.9
1903,39463286.27,539903.1,1574786.7,39560610.66,0,0,0,0,37671.19565,,,37764.10039,23462381.25,0,0,23462381.25,0,92233791.51,0.008217247,227467.0607,0.002466201,97417.29733,39500957.47,0.428269909,535634773.9
1904,40955359.45,524928.9,1628860.2,41059794.54,0,0,0,0,50228.26087,,,50356.34162,23834800,0,0,23834800,0,95589045.53,0.008217247,243749.5621,0.002549974,104563.1745,41005587.71,0.428977897,586323753
1905,41409956.5,666351.9,1482445.8,41504455.28,0,0,0,0,87899.45652,,,88100.04576,24430670,0,0,24430670,0,96945424.82,0.008217247,221232.4189,0.002282031,94699.3741,41497855.96,0.428053784,637147075.6
1906,43767172.5,839387.1,1736175.3,43878359.66,0,0,0,0,150684.7826,,,151067.5858,26814150,0,0,26814150,0,102870660.7,0.008217247,261335.0479,0.002540424,111569.9585,43917857.28,0.426923061,691452875.2
1907,43744380.65,754533.3,1888413,43864469.09,0,0,0,0,163241.8478,,,163689.9844,31432142.5,0,0,31432142.5,0,102942049,0.008217247,282599.73,0.002745231,120536.5774,43907622.5,0.426527575,748996033.6
1908,39921801.13,639731.1,1504907.1,40016149.23,0,0,0,0,175798.913,,,176214.3826,28750727.5,0,0,28750727.5,0,94089889.48,0.008217247,222364.7894,0.002363323,94763.57597,40097600.04,0.426162686,799751991.6
1909,42286345.18,824412.9,1638843,42384900.2,0,0,0,0,200913.0435,,,201381.3031,30538337.5,0,0,30538337.5,0,99800960.16,0.008217247,232601.9362,0.002330658,99023.28105,42487258.22,0.425719934,853415692.1
1910,42207668.73,790305,1948309.8,42317373.26,3164.773909,0,0,3172.999666,226027.1739,,,226614.6549,30910756.25,0,0,30910756.25,0,99943736.93,0.008217247,259769.8727,0.002599161,110300.2372,42436860.67,0.424607504,906491919.8
1911,40716540.5,698796,2324928.85,40840911.76,6329.547819,0,0,6348.881824,200913.0435,,,201526.7451,30091435,0,0,30091435,0,96517094.52,0.008217247,294817.5923,0.003054563,125004.2934,40923783.09,0.424005543,956615441.3
1912,42541369.88,853529.4,2599218.325,42673181.16,9494.321728,0,0,9523.73918,200913.0435,,,201535.5576,30016951.25,0,0,30016951.25,0,100943174.3,0.008217247,312764.9423,0.003098426,132463.2124,42751777.24,0.42352321,1007491363
1913,41526144.13,806943,2711751.3,41660878.39,12659.09564,0,0,12700.16889,200913.0435,,,201564.9189,29719016.25,0,0,29719016.25,0,98730134.41,0.008217247,320336.3279,0.003244565,135427.218,41739716.26,0.422765719,1056357941
1914,38160639.03,764516.1,1860258.075,38245816.11,15823.86955,0,0,15859.18948,213470.1087,,,213946.5882,28676243.75,0,0,28676243.75,0,91020188.99,0.008217247,203163.1235,0.002232067,85688.8871,38389933,0.421773822,1100437296
1915,34519723.13,881814,1160250.525,34581031.14,18988.64346,0,0,19022.36783,213470.1087,,,213849.2377,28080373.75,0,0,28080373.75,0,83310243.57,0.008217247,147961.385,0.001776029,61720.87301,34752181.88,0.417141763,1139971858
1916,37314593.93,1020741.3,1115566.15,37379985.97,22153.41736,0,0,22192.24017,227385.8696,,16.47210051,227784.3525,28750727.5,0,0,28750727.5,0,89592421.32,0.008217247,157006.4446,0.001752452,65829.35156,37564133.21,0.419278022,1181979729
1917,33106185.98,1001607.6,1040371.175,33158297.92,25318.19127,0,0,25358.04425,228744.5652,,32.94420101,229104.6285,28750727.5,0,0,28750727.5,0,80811650.14,0.008217247,127204.384,0.001574085,52511.85792,33360248.73,0.412814844,1219510920
1918,29612631.93,1007253.525,1003406.95,29656905.97,28482.96518,0,0,28525.55025,242660.3261,,49.41630152,243023.1291,28601760,0,0,28601760,0,72102267.35,0.008217247,107800.575,0.001495107,44679.42922,29883775.22,0.414463738,1253160422
1919,32283977.68,958330.475,1421511.05,32350760.69,31647.73909,0,0,31713.20598,269133.1522,,65.88840202,269689.8842,28527276.25,0,0,28527276.25,0,78170279.95,0.008217247,161703.957,0.002068612,67405.21336,32584758.57,0.416843314,1288627890
